Longitude,Latitude,Density
-118.526817,34.23671,0.0006544124648657842
-121.42194,38.55745,0.0003456827602170875
-122.260401,37.871519,0.00037996181404808995
-121.751958,38.539895,0.0003447354683429445
-117.841248,33.648434,0.0006384266319929582
-118.443901,34.068892,0.0006531286979347478
-117.331098,33.97588,0.000658577139190915
-117.237793,32.876598,0.0005442250650724754
-119.848031,34.415402,0.0006155698784714699
-122.067993,36.997258,0.00042195858794609773
-122.231551,38.069061,0.0003696446980558728
-117.851481,33.793678,0.00064856904419566
-117.81063,33.6535,0.0006390577672505168
-116.903073,32.799999,0.000530423114137071
-117.712394,34.103778,0.0006617854091045812
-117.706593,34.102323,0.0006617794103708378
-117.136493,32.821962,0.0005350433152121657
-122.514654,37.980014,0.0003699274350743629
-119.717151,34.4294,0.0006205587730563805
-119.731953,36.725279,0.00046889726443354615
-122.398785,37.789208,0.00038169917042864466
-117.710594,34.106137,0.0006618374092846352
-122.18717,37.802654,0.0003846788475820779
-124.0814,40.8741,0.0001528436258421064
-121.316401,38.011051,0.0003826631649764204
-122.183972,37.881794,0.0003806426273386028
-118.471764,34.128099,0.0006540090976754077
-117.772634,34.10086,0.0006614612618209556
-122.269745,37.804788,0.0003832046227295997
-117.497071,33.908834,0.000656087392813434
-118.517422,34.38214,0.0006542209145688438
-118.415655,33.970633,0.0006503662241086287
-122.181444,37.452906,0.0004011136034702684
-122.18789,37.782639,0.00038567596877455074
-121.896813,36.599827,0.0004419688242738398
-118.480471,34.082112,0.0006528195682097616
-117.244243,32.909469,0.0005495435074888035
-122.284618,37.517501,0.00039631305963572575
-118.210783,34.126224,0.0006580022291519278
-117.88573,33.87616,0.0006528761300984651
-122.449639,38.57409,0.00033456257766197885
-121.307296,37.980624,0.0003845746526209363
-118.707677,34.041912,0.0006470452986905516
-117.705939,34.103408,0.0006618028742282178
-117.251204,32.713295,0.0005166209387911184
-117.711944,34.098298,0.0006616796156715067
-117.163847,34.063571,0.000660365240036941
-117.071228,32.77525,0.0005269885821019759
-117.188721,32.77142,0.0005266079305426068
-122.477905,37.721345,0.0003834171534478589
-122.450977,37.775564,0.0003813861452401536
-121.881214,37.335201,0.0004118060546257031
-121.938189,37.352706,0.0004100157385191704
-117.711336,34.103655,0.0006617871224768024
-122.333048,40.61331,0.00018693880574298873
-122.106795,37.83997,0.0003840158407583926
-122.673261,38.341023,0.0003463981136743916
-117.900911,33.662686,0.0006390582181549071
-118.283858,34.021058,0.0006543053104380716
-119.087141,34.429009,0.0006410124370618215
-119.661932,34.449265,0.0006224402734208013
-118.028402,33.977625,0.0006559981282625012
-118.340692,34.209226,0.0006573087919036203
-122.182212,37.431746,0.0004020066491513294
-118.384651,33.98764,0.0006515484518739265
-119.695655,34.418961,0.0006214371221051819
-117.768624,33.655684,0.0006395154920962891
-117.158013,33.129115,0.0005823853535385604
-117.734893,33.549425,0.000630638809412466
-121.799216,36.653724,0.0004424184217489926
-115.492718,32.672361,0.000488284997101107
-119.04356,34.162949,0.0006415230147317213
-118.082964,34.045985,0.0006576564222929918
-118.118491,34.17275,0.0006598300745423203
-105.880943,37.477238,0.00032411801182597756
-104.999181,39.74603,0.00037285923035489295
-104.800296,38.892735,0.0003811516446916617
-105.267061,40.004415,0.0003594903502051719
-105.094836,39.711701,0.0003705461011393327
-104.82422,38.84657,0.00037984023643682123
-105.227148,39.75079,0.00036603320020401166
-105.08083,40.574759,0.0003438521873392823
-104.94118,39.691571,0.00037550829958032396
-104.964625,39.695954,0.0003747218786807842
-107.867003,37.275428,0.00028556393505853263
-108.540281,39.076354,0.00029184278784290637
-105.002391,39.742248,0.0003728264052353962
-105.267073,40.014816,0.00035921743142963334
-104.701721,40.403178,0.000362286245013543
-105.031385,39.78976,0.0003711080483892955
-104.579846,38.309219,0.0003791734231758485
-106.91971,38.547421,0.00031747211543841524
-104.905511,39.747969,0.00037568776198682003
-104.760241,38.840858,0.0003819017761266424
-72.923848,41.332519,0.003086585923233636
-73.189352,41.165587,0.003139544124373587
-72.770094,41.690258,0.003014858784229543
-72.767972,41.688246,0.003014832272976894
-72.107321,41.379833,0.0028959169482211653
-72.249519,41.808205,0.0028803981754045318
-72.218753,41.721673,0.002890775456928082
-73.25778,41.160732,0.0031529669687315265
-72.673916,41.773462,0.0029778526958706203
-72.714965,41.796485,0.002980482729752132
-72.095337,41.328075,0.0028926203762191806
-72.961472,41.291314,0.0030951592276431054
-72.895542,41.419527,0.0030765343374398162
-73.24461,41.221548,0.0031521991647723148
-72.730489,41.783028,0.002986779606813075
-72.948806,41.331852,0.00309181636919562
-72.688684,41.746746,0.002986831462660889
-72.656755,41.55678,0.003012987005761576
-73.444264,41.400365,0.003182239540437468
-72.926688,41.311158,0.0030876297773592457
-75.54053,39.187173,0.0026686412163316625
-75.7536,39.679791,0.0030108184527957546
-75.527377,39.16325,0.0026504889845753964
-75.586998,39.682299,0.0029948574674363224
-77.090106,38.937802,0.002647173856200956
-76.998961,38.935796,0.0026400737131719774
-77.066247,38.943819,0.00264958377757863
-76.993675,38.907371,0.0026212364161858973
-77.047871,38.89865,0.0026191622831159456
-77.073463,38.908809,0.0026273929018246506
-77.019478,38.920739,0.0026316414965308443
-77.004261,38.927398,0.002634966295741188
-80.196136,25.878865,0.00030464054696409035
-81.031429,29.210193,0.0004500906707044093
-80.123851,26.382777,0.00034241804959582895
-80.355002,25.795162,0.00029909365169209943
-81.198805,28.60106,0.000442639478223208
-82.697305,27.963556,0.0004408930896361869
-82.685992,27.718996,0.00043028814208634705
-81.684817,30.34513,0.0005352985819676285
-81.0495,29.189244,0.0004501608990675112
-84.285664,30.428599,0.0006315130054492412
-80.102293,26.372536,0.0003413892954491201
-81.315256,29.89335,0.0004864046684896266
-82.383446,28.034911,0.0004432266092109485
-80.624628,28.064503,0.00042045229666532607
-80.377591,25.757111,0.00029596593115030435
-80.270672,25.917854,0.00030873383977323234
-81.945791,28.031507,0.00044051815365415335
-84.294801,30.4421,0.0006335975835142663
-82.361195,29.638248,0.0005059111131722176
-81.60706,30.350349,0.0005324486444619281
-81.610068,30.328002,0.0005305064815579361
-80.163959,26.185869,0.00032880544228965693
-80.257156,26.099656,0.0003233449551243311
-80.27645,25.720406,0.0002917854424307572
-82.385976,27.983466,0.00044132304160163693
-81.507853,30.270917,0.000521054083215619
-80.24248,26.079337,0.0003215680122614968
-80.049758,26.704629,0.0003613326851876477
-81.348716,28.591992,0.00044576638985584845
-82.257287,28.336776,0.0004527803804120016
-82.717331,27.90242,0.00043830061450101987
-82.415876,28.056647,0.0004441399925641815
-80.256265,25.920915,0.0003088339985305209
-81.301604,29.036295,0.0004539385637195588
-81.918997,28.031864,0.00044030268372115483
-82.465582,27.947225,0.00044011692219370795
-81.599972,27.825751,0.0004307944189421142
-81.532325,27.838798,0.00043049983916018403
-87.218125,30.542855,0.0006928565194282602
-80.17007,26.18748,0.00032900818618606726
-82.55858,27.384925,0.00041452260267566796
-81.741241,26.277222,0.00034498279753264086
-81.875619,28.810799,0.00046141141492864115
-80.108331,26.391218,0.00034276041148245185
-82.4168,29.65601,0.0005084509582093163
-80.164797,25.894337,0.00030558397249156916
-81.773578,26.464262,0.00035943230911618526
-80.316377,25.683673,0.000288895961934187
-84.341098,30.444664,0.0006350493539533672
-81.441082,26.33711,0.00034984466646624973
-82.635657,27.762618,0.00043238426702183825
-82.562951,27.391766,0.00041485792609511626
-81.254951,28.55147,0.00044297227225882684
-84.29563,33.769996,0.0014065479785794859
-84.14306,31.571395,0.0008342299006356935
-81.160409,31.978109,0.0007746435865639787
-85.184285,32.879467,0.0011883337872914354
-84.412818,33.748772,0.0014021126110727467
-85.189077,34.289254,0.0015010790679628897
-83.821513,34.303117,0.0015185384645918735
-82.586136,32.185718,0.000917248940937914
-84.328174,33.594079,0.001364693433800216
-84.940796,32.501556,0.0010869971728438763
-85.37496,34.963327,0.001582891971829058
-85.00289,34.77496,0.00157697056558514
-83.146825,34.282617,0.001503661135196003
-84.325782,33.798836,0.0014133734055522265
-83.895548,32.538163,0.00107164078683937
-84.396019,33.773732,0.0014078385816006244
-84.217755,32.058198,0.0009540386576936729
-83.231962,33.082787,0.0012003605529968158
-81.782201,32.427756,0.0009329993110308528
-84.38667,33.7527,0.001402936806349936
-83.374049,33.956428,0.0014363896908954244
-84.58083,34.03629,0.0014646480990691403
-85.041394,33.039713,0.0012289424417923065
-84.514156,33.932104,0.0014431419530030055
-83.651042,32.829731,0.0011446660390718173
-84.415156,33.74793,0.0014019243047949952
-83.985934,34.530254,0.0015603046475820143
-84.334756,33.875939,0.0014309053169763517
-81.991199,33.469259,0.001244392171941857
-83.543216,34.56663,0.0015653707534127393
-84.554657,34.318874,0.00151898410200813
-81.063377,32.024781,0.0007788051903750354
-85.196213,34.258192,0.0014956774956400747
-84.410118,33.74519,0.0014012715337520844
-84.519276,33.938992,0.0014446036322493122
-83.981478,30.813954,0.0006812542956209713
-83.353462,34.59554,0.001568396330265943
-83.745972,34.594437,0.0015712351562902828
-83.289925,30.849236,0.0006637321559288178
-83.717186,32.874648,0.0011595267564444428
-85.099007,33.574421,0.0013598859973926992
-84.001135,33.979915,0.001452306330937206
-84.482301,33.92764,0.0014422699561737222
-157.807642,21.290274,8.079729473399356e-05
-155.081329,19.701854,5.639150886315929e-05
-157.816607,21.292648,8.077405381589674e-05
-157.859411,21.31028,8.066437120274305e-05
-158.062444,21.353359,8.00116382548428e-05
-157.925358,21.641172,7.965633897952552e-05
-157.860023,21.309273,8.06616410966019e-05
-116.205789,43.604403,0.00021120477481412613
-112.429084,42.864108,0.00018778602696676078
-117.024296,46.726894,0.0003252900832197494
-116.676838,43.652653,0.00021613257714317243
-117.026371,46.410034,0.00032914483114153674
-116.564792,43.563181,0.00021177908537037808
-111.784728,43.815384,0.00018371075519005216
-90.552402,41.500326,0.0017361132425710894
-88.349469,41.754465,0.0020083489781778595
-89.872248,39.288298,0.0016606917937544963
-89.61462,40.697605,0.0018773871679951095
-87.610344,41.718813,0.002104994447768158
-87.601196,41.78917,0.002093760433417949
-87.624554,41.873589,0.002074761754710487
-87.810009,41.898574,0.0020481505694347323
-87.654116,41.923332,0.0020610625980283254
-87.624793,41.871309,0.0020751935800889846
-88.175505,39.483017,0.0019029410199902905
-87.946096,41.899215,0.00203205617848942
-89.268952,40.713042,0.0019271447618929615
-87.717012,41.448603,0.0021280425690031195
-89.409178,38.894751,0.001640419541882156
-87.651145,41.872651,0.0020718644920203104
-88.095948,41.776395,0.0020363214421978853
-88.230309,40.108864,0.0020086288015070917
-88.990622,40.491522,0.0019502052483974608
-90.246256,39.730827,0.0016872823446697385
-87.628346,41.833801,0.0020821685501345617
-88.99234,40.509724,0.001951572845795118
-88.289708,42.05896,0.0019585289969161227
-90.370316,40.941829,0.0017775718580389577
-87.830777,42.250456,0.001961846935110819
-88.079032,41.605432,0.002063677976145646
-89.360552,40.157141,0.0018626180221524493
-87.657399,41.999161,0.0020439854559406202
-90.22175,39.730226,0.0016902800732455066
-89.814486,38.609431,0.0015450925116785098
-88.974571,39.842604,0.0018677404518329301
-90.637909,40.91459,0.0017384194813823686
-87.624805,41.879826,0.0020734696210117334
-88.143649,41.775304,0.002030631674828919
-87.709142,41.9751,0.0020435706297812543
-88.766065,41.933791,0.0019262654036353835
-87.673653,42.058377,0.0020282808088381028
-87.72013,41.980567,0.0020411125399004337
-87.873654,41.155489,0.0021272554634552097
-91.387928,39.939235,0.0015683923353267976
-87.627068,41.876278,0.002073927012269278
-89.019536,42.270639,0.0018256673851062756
-87.624952,41.876055,0.0020742172900037933
-87.821872,41.902834,0.002045906625059738
-88.096368,41.533341,0.0020701765475679207
-87.713507,41.707763,0.002094316432009828
-89.614917,39.729862,0.00176698075756918
-87.62713,41.83217,0.00208262516125946
-89.217618,37.71921,0.0014595985613279619
-89.997779,38.793949,0.0015587938393703455
-87.784157,41.669189,0.0020916875964555057
-87.882722,42.197909,0.0019704612692067087
-90.685235,40.465621,0.0017111753772273241
-88.09681,41.870943,0.002019542782583661
-85.662292,40.112167,0.0023572838287471832
-85.408863,40.198942,0.002405892858135093
-86.191642,41.677671,0.002277370075217454
-86.171791,39.840662,0.002237372769385713
-87.492987,41.670925,0.002126980501794368
-86.863556,39.63953,0.002103454689810515
-84.911464,39.822278,0.002403260854156634
-87.531963,37.969955,0.001659074732327126
-86.047182,39.478298,0.0021723336770674046
-85.826766,41.564254,0.002340731485424133
-85.813931,41.226473,0.0023888478295390697
-85.461086,38.712488,0.0020435968770215816
-86.253668,41.699982,0.0022658607561694376
-85.499624,40.89907,0.002445990749793285
-85.111747,41.115418,0.002486643942888556
-86.172217,39.772948,0.0022231918720863743
-86.134747,39.709671,0.0022144765949721774
-87.67666,37.966188,0.0016441422192616888
-87.407085,39.46873,0.0019964197795502465
-86.132096,40.459913,0.002339919050082443
-86.222958,41.665746,0.0022762174256911057
-86.526904,39.166383,0.0020351658851636223
-87.338457,41.556723,0.0021627350299244287
-85.819376,38.342992,0.0019107748445233066
-84.886187,39.867099,0.0024164318982781915
-85.758762,41.011609,0.002409547136021703
-86.204599,39.81534,0.0022277720868719986
-85.661991,40.518495,0.002409441743206196
-86.104771,39.79844,0.0022375765956099674
-86.238959,41.703058,0.0022668743726930916
-87.351611,38.339606,0.001748374546617458
-87.47376,41.584742,0.0021422065636058194
-86.89523,41.583788,0.002212516164645748
-85.173694,41.087772,0.002480803603714907
-87.155541,40.923438,0.002226634139312752
-87.460126,39.510543,0.001998806156762978
-86.256947,41.707274,0.0022639891486687853
-85.496906,40.458382,0.0024264513062368072
-85.005696,41.633389,0.0024189220125023884
-87.045853,41.463176,0.0022108973253945185
-86.905809,40.037799,0.0021757926166053915
-86.914435,40.428206,0.002229851559095763
-85.108364,41.176826,0.0024816976549297833
-96.42696,42.526919,0.0008367142115735246
-95.208053,42.642529,0.0009731445348023208
-92.918664,41.400236,0.0013962953365714772
-90.691512,42.508619,0.0015720070955997619
-91.657535,41.986383,0.0015303772812413966
-91.425435,41.925982,0.0015704850158000585
-96.166319,43.08396,0.0008147418918910749
-93.654062,41.60381,0.0012785413959511204
-90.693568,42.498027,0.0015740029680202648
-93.924893,40.615966,0.0012691956378274205
-93.605016,41.620909,0.0012843971804510528
-92.721246,41.747048,0.0014021592515667375
-93.648353,42.026368,0.001244572812563168
-91.552588,40.973689,0.0016061203758932678
-91.535698,41.660695,0.001581486154332187
-90.680232,42.504131,0.0015743483402759484
-91.803971,43.313584,0.0012604301003027686
-91.967306,41.017781,0.001545702347535815
-96.360738,42.47324,0.0008491782669647013
-91.650991,42.001931,0.0015293755347626596
-92.459703,42.514923,0.0013448411366132086
-96.058382,42.998955,0.0008352958991176566
-90.58098,41.540081,0.0017291299480310476
-93.563471,41.365503,0.0013049728620338661
-91.799663,42.840293,0.0013676974865225893
-92.480933,42.727629,0.0013062347934661867
-92.648348,41.308868,0.0014396960806270424
-95.188231,38.777278,0.0010429916825636261
-95.111424,39.572953,0.0010965441381566889
-97.673173,38.5786,0.0008083911288317684
-97.342572,38.07525,0.0008136737824597079
-97.667373,38.357964,0.0007999324500485449
-94.65103,39.112227,0.0011190275795344771
-96.179454,38.412583,0.0009295777033100721
-99.340493,38.872436,0.0006796106364423502
-97.366666,37.678495,0.0007927436751203236
-95.24587,38.957351,0.0010493965861951263
-97.378803,37.672306,0.0007915202619613135
-96.581077,39.188616,0.0009301091916686197
-97.609476,38.813923,0.0008223776092018977
-97.6443,38.371464,0.0008024203128678569
-94.782586,38.872608,0.0010886393801252474
-95.263776,38.602899,0.0010237428139801333
-94.68937,38.930925,0.001102071322915345
-94.704782,37.3913,0.0009795093133387618
-94.906935,39.277308,0.0011032973168084133
-96.9783,37.2493,0.0008023731850698682
-98.209966,38.219783,0.0007502316556856119
-97.20096,38.348606,0.0008385067597644982
-95.702325,39.034977,0.0010092852563555604
-97.296733,37.716484,0.0007999424448320203
-95.263775,38.602692,0.0010237281987436392
-82.875068,37.335087,0.0019265357500826365
-84.662606,37.862029,0.001913708243642206
-85.7049,38.219138,0.0018937213179786173
-84.289332,37.573334,0.0018854772678341249
-87.111533,37.768989,0.001666277685613385
-85.348943,37.343342,0.0017628309562242594
-84.779175,37.645102,0.0018597253598910078
-84.162375,36.736489,0.0017736979924054788
-84.301356,37.740396,0.0019182366346873004
-84.554583,38.207934,0.002005916323330921
-84.855488,38.201056,0.0019748300176822566
-87.121984,37.744667,0.001661376774446791
-84.509177,38.032393,0.001966465583238131
-82.946883,38.339002,0.0021908297845055933
-85.299909,37.101853,0.0017360437577895985
-85.758843,38.215752,0.0018874259639820156
-88.648361,36.815418,0.0014212485913325489
-84.679335,38.144432,0.0019778905456236708
-83.429742,38.188462,0.002103475617321772
-88.323493,36.61241,0.001438652244296849
-84.465959,39.029221,0.0022491474879902424
-82.520265,37.478835,0.001973778848018711
-85.261372,37.708833,0.0018298135346480663
-85.75905,38.241815,0.0018933801446098133
-84.568923,39.022963,0.0022349844217093985
-84.493883,38.053236,0.001972907384721746
-83.887982,36.869066,0.0018030025029584036
-86.455898,36.985718,0.0016287031816159335
-93.731518,32.483004,0.0008808545087419589
-90.065348,29.996468,0.000613932582299137
-92.717367,32.522702,0.0009225153283815714
-92.414409,31.178616,0.0007834744709719915
-91.196656,30.552111,0.0007026957721817347
-93.703762,32.428768,0.0008780263412508394
-92.425567,31.322286,0.0008017099115732926
-92.64964,32.525518,0.000925283591029997
-90.120417,29.936141,0.0006042504400753585
-93.215648,30.180762,0.0006369252245993943
-90.068506,30.028539,0.0006191210732201305
-90.802906,29.792689,0.0005815616022165777
-92.073855,32.527957,0.0009466789055272829
-93.097715,31.750675,0.0008372749655771706
-89.997055,29.912539,0.0006003109242104698
-90.468558,30.51358,0.0006977738535440433
-91.190105,30.524558,0.0006984237842828042
-90.044379,30.02669,0.0006187928082893818
-92.01941,30.215283,0.0006481995581655664
-90.120409,29.939696,0.0006048243671764284
-90.107307,29.964162,0.0006087611024316252
-68.228849,44.399584,0.0009284499695351175
-70.203333,44.105299,0.00135190048242095
-69.965165,43.906969,0.0014298165817195993
-69.66337,44.564211,0.0010358820570072792
-68.791323,44.828888,0.000816540902557802
-69.796396,44.337746,0.001169908668345092
-70.147469,44.668,0.0010327350341005992
-68.588364,47.250306,0.00015332080312455975
-67.456534,44.709895,0.0007094640054664704
-68.673839,44.895966,0.0007762050910347162
-68.803214,44.3873,0.0010138532683889759
-68.016516,46.672377,0.00022456384708806416
-70.385882,43.458172,0.001753942347521848
-70.483486,43.82651,0.0015549574982541424
-70.276002,43.662637,0.0016182598453299878
-69.662923,44.524046,0.0010563155677910361
-69.332276,44.603165,0.0009788911254688247
-76.616591,39.305834,0.0028530405263180627
-76.759721,39.018185,0.002677228588309649
-77.00131,38.987206,0.0026735700172801557
-76.658547,39.310786,0.00285897095980223
-78.933871,39.651509,0.0030457447278480335
-76.594843,39.410175,0.0029166980604787376
-77.419282,39.421908,0.0029589285459506454
-76.620799,39.32838,0.0028675332037353353
-76.623417,39.346044,0.002878779187576432
-76.954104,38.986299,0.002669936159523937
-76.711607,39.256686,0.002828243442509676
-76.939704,38.988607,0.0026704861698623574
-75.687227,38.211188,0.0020209809413268
-76.584238,39.344235,0.0028750207800324872
-77.35222,39.680632,0.003098774003597812
-76.619701,39.351307,0.0028818232827645734
-75.605705,38.345447,0.002096640589316438
-76.425706,38.188615,0.0021027791249126826
-76.598191,39.296333,0.002845758654932609
-76.491397,38.981513,0.002631230703368741
-76.612268,39.393008,0.002907240294029331
-76.888025,39.165872,0.0027815307475836893
-76.701247,39.421264,0.002930020504927552
-76.06878,39.217329,0.0027493889447609996
-77.001662,39.584879,0.0030394550628834427
-72.558507,42.112708,0.0028519464012063678
-72.518493,42.372459,0.002733723757468619
-71.918961,42.33055,0.002640202547883297
-71.828387,42.295435,0.002635670550509703
-72.583974,42.055364,0.002877634487556685
-71.811895,42.26918,0.00264248161070552
-71.220148,42.388798,0.0024628205701706448
-71.171488,42.337688,0.0024705873755875313
-71.09984,42.349581,0.0024489379262121382
-71.254716,42.364947,0.0024801269490972657
-70.966058,41.987785,0.0025206479788740604
-71.11084,42.369193,0.0024443399575693934
-71.823537,42.251064,0.002651960701931015
-71.114007,42.240616,0.0024902161759337797
-71.011238,42.271214,0.002454371027804718
-71.074037,42.35532,0.002440573547532992
-71.103038,42.341191,0.002452773182208088
-70.840729,42.554177,0.002306705408908161
-71.074125,42.355253,0.0024406194688170973
-71.789354,42.589345,0.002495496747061146
-71.437175,42.297289,0.0025481622076565006
-70.819133,42.588173,0.0022873520355713764
-72.532401,42.324772,0.0027584213594421293
-71.118177,42.374429,0.002444138863783351
-71.808627,42.238942,0.002653328067819781
-71.243738,42.342712,0.002485955467400266
-71.115601,42.378429,0.0024420144793768227
-71.325081,42.65372,0.002370460925197592
-72.52613,42.386105,0.002728469638821674
-71.038653,42.314541,0.0024464763454115886
-71.092115,42.360095,0.002443202270821782
-70.623953,41.740538,0.002461445341124803
-71.124216,42.668352,0.0023206112500107033
-72.573625,42.257588,0.0027956666138752684
-71.194658,42.293205,0.0024921855196250032
-71.142082,42.331032,0.002465925237731598
-71.929644,42.042462,0.00274706596698608
-73.1035,42.692427,0.002640356989468871
-71.088782,42.339992,0.0024497402840258117
-72.601541,42.14179,0.0028486135315906502
-71.156973,42.319568,0.0024736680252174115
-70.889321,42.502879,0.002339244912824164
-71.099967,42.3393,0.0024527129194412654
-73.380008,42.209241,0.002939642375121911
-72.638094,42.317933,0.0027794242751014754
-72.555688,42.105033,0.0028543041489500283
-71.005528,41.628861,0.0025835955721092343
-71.078123,42.061448,0.0025332641004471392
-71.061969,42.359088,0.0024362583328037053
-71.120641,42.406004,0.0024326743356920385
-71.307966,42.293765,0.002519174035827243
-71.094983,42.336632,0.002452465018132289
-72.518789,42.115837,0.002843397582005986
-72.795673,42.131589,0.0028865567200420353
-71.184167,41.966813,0.0025839773030489816
-71.10582,42.342503,0.0024529715762545115
-73.205888,42.711669,0.0026396797557029176
-71.808792,42.275067,0.002639525217788514
-71.844019,42.267534,0.002650000476476025
-84.059947,41.898449,0.0024426537836178003
-84.746088,42.244603,0.002248467268514156
-84.670073,43.379236,0.001680083870642065
-86.355149,41.963266,0.0021924991544211474
-85.626166,42.960449,0.0018614415364178768
-84.170882,42.987045,0.0019234896792302194
-83.694679,42.974764,0.0019556332079940716
-85.587548,42.929916,0.0018785628463260065
-84.775275,43.591137,0.001556654296865851
-83.682676,42.274723,0.0023260294863237064
-85.529655,42.849713,0.001920875805618375
-83.138369,42.417168,0.002302249760746846
-83.624499,42.245751,0.002344338869024619
-85.483509,43.687464,0.001486542073736084
-83.714356,43.013112,0.0019322559284912007
-85.692077,42.919541,0.0018777279317771839
-85.595602,42.979044,0.0018539147491766406
-85.887519,42.965208,0.0018447109958998605
-86.105376,42.788052,0.0019137006946377119
-85.601317,42.290382,0.0021579550858085517
-84.3655,46.491736,0.0003470275264570769
-83.25003,42.474072,0.002263628931078535
-83.407306,42.386463,0.0022956706465918947
-83.154109,42.414415,0.0023023711830470893
-83.144959,42.667521,0.002166253600222509
-83.74313,42.276172,0.002320176367585336
-84.473639,42.72476,0.0020471569634227305
-88.546403,47.1183,0.0003374814346491734
-83.231417,42.317287,0.0023446827788137373
-83.688474,43.018777,0.0019302941619128485
-86.196717,43.244133,0.0016930281136427756
-87.403857,46.558037,0.0004133455070965166
-83.218866,42.672586,0.0021581752096406495
-84.922864,42.440908,0.0021512404807430044
-85.592657,43.02195,0.001832701589871245
-83.96434,43.55187,0.0016012705571789255
-84.015144,41.905952,0.0024445795265626334
-84.551918,42.206233,0.002280694283175507
-88.589392,47.12709,0.0003369702582761499
-83.072864,42.35861,0.002337720398857686
-85.61512,42.282589,0.0021597013830433054
-82.469672,42.978709,0.002024334176356441
-83.249027,42.659868,0.0021631629273439136
-82.90907,42.553231,0.0022477554690589216
-85.380045,44.268014,0.0011804267846437532
-84.451226,42.278175,0.0022594359609656553
-83.694495,42.974759,0.001955646054216707
-83.183286,42.478209,0.0022667507246804247
-83.203166,42.274542,0.002367921209894349
-85.178861,42.333225,0.0021764731458982773
-93.241418,44.965636,0.0007796600460631971
-94.874529,47.482505,0.00032317293438526284
-93.990744,44.166485,0.0008841986652616167
-93.159295,45.057091,0.0007648340382318394
-93.154662,44.462304,0.0008877927753551993
-96.765567,46.859423,0.00036345878712716086
-93.154369,44.951231,0.0007866640352124402
-94.473422,44.3046,0.0008226347606695428
