Longitude,Latitude
-103.870009,44.495536
-97.109609,44.0127
-98.030566,43.695995
-97.409904,42.874475
-98.4837,45.452555
-98.49077,45.482833
-96.783415,44.31942
-96.738229,43.531574
-96.924664,42.784558
-86.844214,36.132187
-87.354081,36.533319
-86.794715,36.133866
-88.516162,36.139271
-85.016596,35.495721
-83.492183,36.122224
-89.983241,35.127437
-86.29966,36.204243
-86.799304,36.10469
-82.366954,36.301643
-86.805671,36.16912
-86.826158,36.134633
-88.639418,35.440073
-82.156532,36.585899
-88.806832,35.628197
-90.034101,35.118641
-84.870018,35.166166
-83.658818,36.581284
-87.035085,35.200662
-83.963853,35.751969
-89.982038,35.115934
-86.362094,35.849139
-82.29499,36.30036
-89.989187,35.154424
-85.917772,35.20443
-85.050878,35.049136
-84.592647,35.444939
-85.299812,35.048247
-83.929696,35.955093
-88.864211,36.340338
-86.82937,36.16899
-85.503957,36.174659
-86.753566,36.142115
-82.761716,36.172558
-88.858524,35.676896
-86.804875,36.14443
-99.70954,32.46915
-100.466495,31.44145
-96.598772,33.646307
-97.119359,31.545956
-97.836247,30.420952
-97.331933,27.718601
-96.947006,32.710017
-96.921573,32.846202
-94.374337,32.554545
-94.10398,33.49561
-95.906913,33.243814
-99.733815,32.476786
-95.515978,29.694414
-95.098129,29.582523
-95.35953,29.763831
-96.978193,28.816438
-95.344851,29.719988
-98.984956,31.716345
-97.721698,30.264672
-98.467709,29.468052
-95.17773,32.588249
-94.073389,30.044274
-99.435225,27.573504
-94.72726,32.467658
-101.934816,33.576273
-97.463479,31.066798
-99.750277,32.429551
-98.51774,33.877143
-97.151211,33.210958
-98.54395,29.425611
-98.172112,26.306629
-97.486644,25.893584
-96.755864,32.677195
-95.992066,30.094591
-95.403625,29.716485
-97.75763,30.229844
-95.394178,29.738113
-95.5519,30.7247
-99.131076,30.03108
-98.564307,29.451793
-96.784855,32.845254
-96.85315,32.405477
-97.664637,30.635194
-94.58546,31.58562
-97.936392,29.889202
-97.328511,32.397136
-96.286747,32.735778
-103.65007,30.363418
-98.22008,32.215665
-97.882342,27.524852
-94.818532,29.315257
-96.340322,30.613226
-97.115087,32.728437
-97.737279,30.284733
-96.748371,32.989432
-106.50356,31.771697
-95.249096,32.314724
-97.361537,32.709568
-95.312259,32.374185
-97.984601,29.573274
-102.329634,31.889509
-98.621386,29.582418
-95.361961,29.722468
-101.876917,33.580309
-97.279631,32.733314
-97.129088,33.227002
-98.482577,29.46286
-101.729564,34.186673
-101.9158,34.981996
-94.376821,32.537646
-111.649281,40.250851
-113.565894,37.103875
-113.070146,37.674617
-112.011617,41.232847
-111.713264,40.269691
-111.81391,41.740748
-111.717058,40.278512
-111.846044,40.762484
-111.94484,41.19258
-111.855553,40.731495
-111.869857,40.684783
-111.902145,40.659626
-111.835961,41.718039
-73.237498,42.92004
-73.228181,44.49117
-73.181486,43.607982
-73.204354,44.47295
-72.437252,44.27912
-73.241107,43.517134
-72.671154,44.641736
-72.024563,44.53433
-72.736552,42.839603
-73.176068,44.009117
-72.660129,44.139402
-73.163136,44.494212
-72.56738,42.891035
-73.007033,43.599777
-73.21866,42.867031
-72.382372,44.65225
-72.605179,43.939321
-73.198128,44.479262
-72.55636,42.850323
-79.413214,36.577273
-81.244879,37.245681
-78.969011,38.378391
-76.709395,37.27195
-76.192844,36.800929
-76.486978,37.061502
-81.831737,36.772543
-78.876077,38.478611
-80.020864,36.926648
-77.30794,38.83088
-78.461371,37.242482
-76.337647,37.022084
-79.942196,37.354629
-78.871663,38.435332
-79.179688,37.350345
-78.395789,37.301073
-79.184153,37.397678
-79.068325,38.154799
-77.474392,38.302206
-77.128799,38.905552
-76.26393,36.848262
-76.309653,36.884919
-80.549731,37.136914
-77.472253,37.749654
-79.17079,37.437429
-77.538702,37.577625
-80.056433,37.29686
-78.158376,39.166058
-79.350296,37.740669
-79.079735,37.556317
-82.558728,36.971468
-82.17614,36.605006
-80.423267,37.228561
-77.453597,37.547631
-78.502599,38.036546
-79.435737,37.790644
-77.419886,37.236453
-77.450954,37.561864
-76.18606,36.868417
-79.445724,37.787832
-79.413195,36.577257
-120.537716,47.004957
-122.344331,47.61734
-117.589371,47.491293
-122.977492,47.07382
-117.403062,47.668144
-120.395287,46.374571
-122.207663,47.980328
-122.191505,47.657743
-122.445372,47.145494
-122.479714,47.263651
-122.815732,47.04328
-122.362923,47.649338
-122.3197,47.610138
-118.389771,46.047
-117.158168,46.730448
-122.313115,47.656213
-122.484873,48.737236
-118.33016,46.07135
-117.418078,47.753699
-122.342647,47.61696
-122.191454,47.760718
-122.437499,47.244967
-80.047728,39.158067
-80.56916,40.204594
-81.235428,37.26688
-81.618667,38.332577
-81.005694,37.423854
-79.846391,38.928693
-80.161844,39.485925
-80.833597,38.935341
-82.43065,38.42261
-81.5392,39.31236
-81.506192,39.216379
-77.804844,39.434319
-81.76802,38.379002
-80.604054,40.162473
-81.325199,38.179427
-80.217094,38.990476
-79.953926,39.63468
-80.690804,40.070873
-87.965498,42.983518
-89.03147,42.50363
-87.909045,43.139752
-88.227962,43.004647
-87.820706,42.622893
-87.916628,43.254217
-89.422122,43.058727
-87.884956,43.841863
-88.397822,44.261323
-88.735055,43.195709
-88.420638,43.777411
-87.928121,43.038766
-87.907691,43.045364
-88.030594,43.072303
-88.095933,45.58114
-90.874991,46.578983
-88.8426,43.842383
-88.067301,44.444651
-87.742961,44.071038
-91.244095,43.802291
-88.742368,42.835563
-91.500432,44.798431
-87.920499,44.531102
-91.230149,43.815295
-88.022718,43.036943
-88.549282,44.024985
-87.855407,42.646074
-91.929461,44.88861
-92.089039,46.717548
-89.405356,43.073858
-87.880488,43.076848
-90.492709,42.733936
-92.625316,44.852647
-89.570934,44.529582
-88.115185,43.02963
-105.57204,41.311943
-92.08526864,55.45198165
-107.5940795,34.72188064
-86.56920039,23.15537986
-110.1045651,42.54395949
-113.2860399,52.18443835
-105.0663781,34.20723264
-151.8238675,30.1098136
-113.7687122,61.94738766
-94.47490787,56.59334729
-76.72592809,64.60419608
-123.5160594,43.98310381
-107.5267204,36.83567642
-92.7282939,20.02258726
-82.5901422,39.85592126
-93.29785059,58.42437286
-111.1244214,34.0251293
-136.1232836,25.72578703
-146.3432588,21.66090091
-118.1226129,47.78327194
-152.3722194,42.16699536
-73.92576624,33.0786097
-92.39172383,46.7391492
-86.56337801,28.30905701
-105.137174,21.49410687
-74.89359097,37.70843663
-90.58149403,48.56011363
-139.7876925,54.59202926
-139.5978645,36.96872132
-140.9951968,31.41668161
-91.2293504,50.88479244
-68.52467393,25.2522045
-135.6879336,21.67559182
-67.69815555,33.61481733
-81.15265316,29.13699874
-145.160991,37.88786594
-87.04755333,40.66683863
-142.5017234,20.63394122
-111.1776566,34.16037308
-86.70650287,44.64266943
-135.0898859,21.85982369
-125.216189,57.89431541
-72.31878849,41.89647627
-107.3143553,22.45608139
-109.7573015,50.06300293
-95.05229911,22.30737986
-111.4253781,44.22652863
-135.5636191,35.48546458
-87.1026215,23.46940065
-106.9472079,38.22637349
-71.38278637,34.55937926
-115.0830094,53.62388446
-102.0709506,24.24010181
-102.9558035,63.15915413
-148.00702,61.70992043
-118.6723265,57.11473557
-133.8130368,19.71978296
-122.2049117,57.11424758
-150.6758898,30.79302165
-142.4111031,35.62148307
-109.7787329,28.19521142
-124.388416,24.56700124
-70.27458718,20.9144268
-82.52768215,35.34366975
-124.2646342,54.78138465
-114.5020831,35.53116721
-76.01936931,32.46804847
-128.1328863,29.76979259
-88.47676883,46.291049
-155.2555366,20.66306363
-107.2883625,35.27696603
-140.8572894,28.45089351
-156.7150998,60.93502
-90.17043329,61.8520866
-133.2669007,46.18396271
-95.7988511,47.47409102
-72.39413657,63.29477197
-133.2209952,36.78837816
-80.11648118,45.75819808
-76.35808861,44.70516169
-138.0903515,34.91333892
-88.73193691,24.23431423
-131.5099872,20.12353131
-75.41468491,38.44006401
-129.1308933,45.92337458
-68.18272096,52.42399364
-138.1914972,36.74846166
-92.49417662,45.24966275
-146.6333913,32.85348995
-123.8396008,54.54763599
-111.2378554,52.0893203
-102.021613,60.84248378
-155.4507411,64.81000564
-69.46516805,50.060341
-102.7108792,32.45650055
-79.65713664,55.46429772
-87.81794976,46.61649709
-147.8756682,53.7271667
-98.39671002,49.80606759
-76.84073101,45.70142277
-134.7673969,60.98433437
