Longitude,Latitude
-72.730489,41.783028
-72.948806,41.331852
-72.688684,41.746746
-72.656755,41.55678
-73.444264,41.400365
-72.926688,41.311158
-75.54053,39.187173
-75.7536,39.679791
-75.527377,39.16325
-75.586998,39.682299
-77.090106,38.937802
-76.998961,38.935796
-77.066247,38.943819
-76.993675,38.907371
-77.047871,38.89865
-77.073463,38.908809
-77.019478,38.920739
-77.004261,38.927398
-80.196136,25.878865
-81.031429,29.210193
-80.123851,26.382777
-80.355002,25.795162
-81.198805,28.60106
-82.697305,27.963556
-82.685992,27.718996
-81.684817,30.34513
-81.0495,29.189244
-84.285664,30.428599
-80.102293,26.372536
-81.315256,29.89335
-82.383446,28.034911
-80.624628,28.064503
-80.377591,25.757111
-80.270672,25.917854
-81.945791,28.031507
-84.294801,30.4421
-82.361195,29.638248
-81.60706,30.350349
-81.610068,30.328002
-80.163959,26.185869
-80.257156,26.099656
-80.27645,25.720406
-82.385976,27.983466
-81.507853,30.270917
-80.24248,26.079337
-80.049758,26.704629
-81.348716,28.591992
-82.257287,28.336776
-82.717331,27.90242
-82.415876,28.056647
-80.256265,25.920915
-81.301604,29.036295
-81.918997,28.031864
-82.465582,27.947225
-81.599972,27.825751
-81.532325,27.838798
-87.218125,30.542855
-80.17007,26.18748
-82.55858,27.384925
-81.741241,26.277222
-81.875619,28.810799
-80.108331,26.391218
-82.4168,29.65601
-80.164797,25.894337
-81.773578,26.464262
-80.316377,25.683673
-84.341098,30.444664
-81.441082,26.33711
-82.635657,27.762618
-82.562951,27.391766
-81.254951,28.55147
-84.29563,33.769996
-84.14306,31.571395
-81.160409,31.978109
-85.184285,32.879467
-84.412818,33.748772
-85.189077,34.289254
-83.821513,34.303117
-82.586136,32.185718
-84.328174,33.594079
-84.940796,32.501556
-85.37496,34.963327
-85.00289,34.77496
-83.146825,34.282617
-84.325782,33.798836
-83.895548,32.538163
-84.396019,33.773732
-84.217755,32.058198
-83.231962,33.082787
-81.782201,32.427756
-84.38667,33.7527
-83.374049,33.956428
-84.58083,34.03629
-85.041394,33.039713
-84.514156,33.932104
-83.651042,32.829731
-84.415156,33.74793
-83.985934,34.530254
-84.334756,33.875939
-81.991199,33.469259
-83.543216,34.56663
-84.554657,34.318874
-81.063377,32.024781
-85.196213,34.258192
-84.410118,33.74519
-84.519276,33.938992
-83.981478,30.813954
-83.353462,34.59554
-83.745972,34.594437
-83.289925,30.849236
-83.717186,32.874648
-85.099007,33.574421
-84.001135,33.979915
-84.482301,33.92764
-157.807642,21.290274
-155.081329,19.701854
-157.816607,21.292648
-157.859411,21.31028
-158.062444,21.353359
-157.925358,21.641172
-157.860023,21.309273
-116.205789,43.604403
-112.429084,42.864108
-117.024296,46.726894
-116.676838,43.652653
-117.026371,46.410034
-116.564792,43.563181
-111.784728,43.815384
-90.552402,41.500326
-88.349469,41.754465
-89.872248,39.288298
-89.61462,40.697605
-87.610344,41.718813
-87.601196,41.78917
-87.624554,41.873589
-87.810009,41.898574
-87.654116,41.923332
-87.624793,41.871309
-88.175505,39.483017
-87.946096,41.899215
-89.268952,40.713042
-87.717012,41.448603
-89.409178,38.894751
-87.651145,41.872651
-88.095948,41.776395
-88.230309,40.108864
-88.990622,40.491522
-90.246256,39.730827
-87.628346,41.833801
-88.99234,40.509724
-88.289708,42.05896
-90.370316,40.941829
-87.830777,42.250456
-88.079032,41.605432
-89.360552,40.157141
-87.657399,41.999161
-90.22175,39.730226
-89.814486,38.609431
-88.974571,39.842604
-90.637909,40.91459
-87.624805,41.879826
-88.143649,41.775304
-87.709142,41.9751
-88.766065,41.933791
-87.673653,42.058377
-87.72013,41.980567
-87.873654,41.155489
-91.387928,39.939235
-87.627068,41.876278
-89.019536,42.270639
-87.624952,41.876055
-87.821872,41.902834
-88.096368,41.533341
-87.713507,41.707763
-89.614917,39.729862
-87.62713,41.83217
-89.217618,37.71921
-89.997779,38.793949
-87.784157,41.669189
-87.882722,42.197909
-90.685235,40.465621
-88.09681,41.870943
-85.662292,40.112167
-85.408863,40.198942
-86.191642,41.677671
-86.171791,39.840662
-87.492987,41.670925
-86.863556,39.63953
-84.911464,39.822278
-87.531963,37.969955
-86.047182,39.478298
-85.826766,41.564254
-85.813931,41.226473
-85.461086,38.712488
-86.253668,41.699982
-85.499624,40.89907
-85.111747,41.115418
-86.172217,39.772948
-86.134747,39.709671
-87.67666,37.966188
-87.407085,39.46873
-86.132096,40.459913
-86.222958,41.665746
-86.526904,39.166383
-87.338457,41.556723
-85.819376,38.342992
-84.886187,39.867099
-85.758762,41.011609
-86.204599,39.81534
-85.661991,40.518495
-86.104771,39.79844
-86.238959,41.703058
-87.351611,38.339606
-87.47376,41.584742
-86.89523,41.583788
-85.173694,41.087772
-87.155541,40.923438
-87.460126,39.510543
-86.256947,41.707274
-85.496906,40.458382
-85.005696,41.633389
-87.045853,41.463176
-86.905809,40.037799
-86.914435,40.428206
-85.108364,41.176826
-96.42696,42.526919
-95.208053,42.642529
-92.918664,41.400236
-90.691512,42.508619
-91.657535,41.986383
-91.425435,41.925982
-96.166319,43.08396
-93.654062,41.60381
-90.693568,42.498027
-93.924893,40.615966
-93.605016,41.620909
-92.721246,41.747048
-93.648353,42.026368
-91.552588,40.973689
-91.535698,41.660695
-90.680232,42.504131
-91.803971,43.313584
-91.967306,41.017781
-96.360738,42.47324
-91.650991,42.001931
-92.459703,42.514923
-96.058382,42.998955
-90.58098,41.540081
-93.563471,41.365503
-91.799663,42.840293
-92.480933,42.727629
-92.648348,41.308868
-95.188231,38.777278
-95.111424,39.572953
-97.673173,38.5786
-97.342572,38.07525
-97.667373,38.357964
-94.65103,39.112227
-96.179454,38.412583
-99.340493,38.872436
-97.366666,37.678495
-95.24587,38.957351
-97.378803,37.672306
-96.581077,39.188616
-97.609476,38.813923
-97.6443,38.371464
-94.782586,38.872608
-95.263776,38.602899
-94.68937,38.930925
-94.704782,37.3913
-94.906935,39.277308
-96.9783,37.2493
-98.209966,38.219783
-97.20096,38.348606
-95.702325,39.034977
-97.296733,37.716484
-95.263775,38.602692
-82.875068,37.335087
-84.662606,37.862029
-85.7049,38.219138
-84.289332,37.573334
-87.111533,37.768989
-85.348943,37.343342
-84.779175,37.645102
-84.162375,36.736489
-84.301356,37.740396
-84.554583,38.207934
-84.855488,38.201056
-87.121984,37.744667
-84.509177,38.032393
-82.946883,38.339002
-85.299909,37.101853
-85.758843,38.215752
-88.648361,36.815418
-84.679335,38.144432
-83.429742,38.188462
-88.323493,36.61241
-84.465959,39.029221
-82.520265,37.478835
-85.261372,37.708833
-85.75905,38.241815
-84.568923,39.022963
-84.493883,38.053236
-83.887982,36.869066
-86.455898,36.985718
-93.731518,32.483004
-90.065348,29.996468
-92.717367,32.522702
-92.414409,31.178616
-91.196656,30.552111
-93.703762,32.428768
-92.425567,31.322286
-92.64964,32.525518
-90.120417,29.936141
-93.215648,30.180762
-90.068506,30.028539
-90.802906,29.792689
-92.073855,32.527957
-93.097715,31.750675
-89.997055,29.912539
-90.468558,30.51358
-91.190105,30.524558
-90.044379,30.02669
-92.01941,30.215283
-90.120409,29.939696
-90.107307,29.964162
-68.228849,44.399584
-70.203333,44.105299
-69.965165,43.906969
-69.66337,44.564211
-68.791323,44.828888
-69.796396,44.337746
-70.147469,44.668
-68.588364,47.250306
-67.456534,44.709895
-68.673839,44.895966
-68.803214,44.3873
-68.016516,46.672377
-70.385882,43.458172
-70.483486,43.82651
-70.276002,43.662637
-69.662923,44.524046
-69.332276,44.603165
-76.616591,39.305834
-76.759721,39.018185
-77.00131,38.987206
-76.658547,39.310786
-78.933871,39.651509
-76.594843,39.410175
-77.419282,39.421908
-76.620799,39.32838
-76.623417,39.346044
-76.954104,38.986299
-76.711607,39.256686
-76.939704,38.988607
-75.687227,38.211188
-76.584238,39.344235
-77.35222,39.680632
-76.619701,39.351307
-75.605705,38.345447
-76.425706,38.188615
-76.598191,39.296333
-76.491397,38.981513
-76.612268,39.393008
-76.888025,39.165872
-76.701247,39.421264
-76.06878,39.217329
-77.001662,39.584879
-72.558507,42.112708
-72.518493,42.372459
-71.918961,42.33055
-71.828387,42.295435
-72.583974,42.055364
-71.811895,42.26918
-71.220148,42.388798
-71.171488,42.337688
-71.09984,42.349581
-71.254716,42.364947
-70.966058,41.987785
-71.11084,42.369193
-71.823537,42.251064
-71.114007,42.240616
-71.011238,42.271214
-71.074037,42.35532
-71.103038,42.341191
-70.840729,42.554177
-71.074125,42.355253
-71.789354,42.589345
-71.437175,42.297289
-70.819133,42.588173
-72.532401,42.324772
-71.118177,42.374429
-71.808627,42.238942
-71.243738,42.342712
-71.115601,42.378429
-71.325081,42.65372
-72.52613,42.386105
-71.038653,42.314541
-71.092115,42.360095
-70.623953,41.740538
-71.124216,42.668352
-72.573625,42.257588
-71.194658,42.293205
-71.142082,42.331032
-71.929644,42.042462
-73.1035,42.692427
-71.088782,42.339992
-72.601541,42.14179
-71.156973,42.319568
-70.889321,42.502879
-71.099967,42.3393
-73.380008,42.209241
-72.638094,42.317933
-72.555688,42.105033
-71.005528,41.628861
-71.078123,42.061448
-71.061969,42.359088
-71.120641,42.406004
-71.307966,42.293765
-71.094983,42.336632
-72.518789,42.115837
-72.795673,42.131589
-71.184167,41.966813
-71.10582,42.342503
-73.205888,42.711669
-71.808792,42.275067
-71.844019,42.267534
-84.059947,41.898449
-84.746088,42.244603
-84.670073,43.379236
-86.355149,41.963266
-85.626166,42.960449
-84.170882,42.987045
-83.694679,42.974764
-85.587548,42.929916
-84.775275,43.591137
-83.682676,42.274723
-85.529655,42.849713
-83.138369,42.417168
-83.624499,42.245751
-85.483509,43.687464
-83.714356,43.013112
-85.692077,42.919541
-85.595602,42.979044
-85.887519,42.965208
-86.105376,42.788052
-85.601317,42.290382
-84.3655,46.491736
-83.25003,42.474072
-83.407306,42.386463
-83.154109,42.414415
-83.144959,42.667521
-83.74313,42.276172
-84.473639,42.72476
-88.546403,47.1183
-83.231417,42.317287
-83.688474,43.018777
-86.196717,43.244133
-87.403857,46.558037
-83.218866,42.672586
-84.922864,42.440908
-85.592657,43.02195
-83.96434,43.55187
-84.015144,41.905952
-84.551918,42.206233
-88.589392,47.12709
-83.072864,42.35861
-85.61512,42.282589
-82.469672,42.978709
-83.249027,42.659868
-82.90907,42.553231
-85.380045,44.268014
-84.451226,42.278175
-83.694495,42.974759
-83.183286,42.478209
-83.203166,42.274542
-85.178861,42.333225
-93.241418,44.965636
-94.874529,47.482505
-93.990744,44.166485
-93.159295,45.057091
-93.154662,44.462304
-96.765567,46.859423
-93.154369,44.951231
-94.473422,44.3046
-93.971928,44.324968
-93.163983,44.965696
-93.169855,44.936709
-93.998494,44.147253
-93.074153,44.957017
-93.235352,44.977886
-96.609863,47.802021
-92.085177,46.818896
-95.901756,45.589829
-96.763376,46.866482
-93.261429,44.969389
-93.171579,45.032969
-94.31902,45.558609
-94.153,45.552418
-94.39268,45.580538
-91.696652,44.045322
-93.183633,44.462884
-93.743015,44.885372
-92.105738,46.81544
-93.189422,44.941662
-93.181925,44.924542
-95.75983,44.455023
-91.64447,44.046572
-92.466919,44.020617
-91.142854,31.877216
-90.169228,32.318415
-89.02924,34.67209
-90.734378,33.743896
-90.20663,32.296781
-90.178084,32.3231
-89.539377,34.362144
-88.418601,33.493305
-90.341274,33.514142
-90.330452,32.334565
-88.78834,33.455241
-89.446999,34.776862
-89.33791,31.327499
-90.159405,32.402719
-89.291815,31.305264
-94.591387,38.912159
-92.685276,39.150534
-93.737445,38.755882
-92.326544,38.957899
-91.526682,40.130064
-93.285773,37.219757
-93.262614,37.220956
-90.315712,38.642697
-91.391423,39.730785
-90.224288,38.631744
-92.168509,38.564409
-90.502825,38.788203
-90.505096,38.645474
-90.462606,38.642017
-94.460893,37.095722
-93.190236,39.108655
-94.785643,39.7575
-92.326429,38.941015
-94.578039,39.035366
-91.7759,37.955853
-90.308886,38.711297
-92.580531,40.188238
-94.884341,40.352706
-93.238174,36.616019
-94.677086,39.189477
-94.571249,39.030843
-90.23343,38.636516
-93.410451,37.601603
-92.322997,38.950631
-89.529119,37.31575
-93.276821,37.197983
-90.311639,38.648125
-90.345654,38.589269
-91.954345,38.847764
-94.41207,39.247848
-91.949273,38.857864
-92.686156,39.150383
-112.04053,46.602202
-108.523009,45.796896
-111.270167,47.490279
-112.557,46.012164
-111.049918,45.666829
-113.98294,46.861074
-109.686457,48.541054
-108.553899,45.796765
-112.639264,45.208306
-95.91764,41.150225
-103.002793,42.820672
-97.089054,40.914853
-95.947029,41.265325
-96.949656,40.623107
-95.92789,41.244723
-98.373641,40.590448
-99.098237,40.700787
-96.488354,41.43675
-96.010797,41.257746
-96.648414,40.838789
-96.702177,40.822272
-95.732731,40.474689
-96.020209,41.240879
-96.651095,40.774778
-97.014241,42.241612
-97.579285,40.867453
-96.650758,40.815541
-115.141153,36.106994
-119.821651,39.549352
-115.76733,40.84242
-119.939523,39.24586
-114.938929,35.987249
-71.975805,43.411663
-72.289951,43.70408
-72.057875,42.782305
-71.822928,43.177005
-71.453938,43.039892
-70.934512,43.134235
-72.281433,42.925999
-71.468764,42.990331
-71.691164,43.757386
-71.455466,42.738343
-71.508177,42.985066
-71.527241,43.1929
-71.48364,42.807701
-72.293798,42.932344
-74.19593,40.794218
-74.273697,40.834285
-74.832775,40.848693
-74.425825,40.757026
-74.030023,40.896162
-74.096452,40.867272
-74.435359,40.777364
-74.22622,40.098706
-75.117974,39.709768
-74.08727,40.709937
-74.234668,40.679429
-74.006447,40.280066
-74.199455,40.859233
-74.177113,40.741997
-74.663708,40.348496
-74.116384,41.007523
-74.742822,40.283122
-75.125303,39.948628
-74.45051,40.503796
-74.175294,40.741303
-74.071541,40.727105
-74.248753,40.742859
-74.436039,40.781061
-74.025334,40.744776
-74.531087,39.492036
-74.769652,40.22011
-74.777412,40.268742
-74.199465,40.946256
-103.347294,34.17826
-105.222824,35.598982
-106.907491,34.066035
-106.620155,35.083868
-106.747841,32.282875
-106.084395,36.004073
-103.186948,32.775496
-108.284768,32.776962
-105.912226,35.666789
-73.881721,40.768348
-73.653321,40.721439
-77.788625,42.255866
-73.906243,42.021803
-73.964027,40.809137
-73.9458,40.833434
-78.851794,42.925319
-75.854054,42.931946
-74.999947,44.663761
-75.535,42.8188
-74.007056,40.723516
-73.961885,40.808286
-73.82212,40.94253
-73.990516,40.72938
-76.48269,42.445291
-73.983417,40.740238
-73.95312,40.631912
-74.148701,40.603949
-73.95055,40.819794
-73.983575,40.748503
-73.964795,40.768669
-73.988381,40.770675
-73.894627,40.873928
-73.957076,40.666256
-73.987856,40.695483
-73.815387,40.737771
-73.794586,40.702661
-78.890369,42.902263
-78.789025,42.965024
-73.95234,41.054111
-73.164816,40.746051
-76.811333,42.092724
-73.994781,40.74731
-73.889578,40.861183
-75.408853,43.047809
-75.073609,42.454023
-78.82029,42.75505
-76.984813,42.858562
-73.60078,40.715959
-78.156882,42.426841
-73.785635,40.927107
-76.495057,42.42264
-77.090518,42.61541
-76.088449,43.047316
-73.980872,40.690134
-73.593279,40.820043
-73.287113,40.803845
-73.901893,40.889756
-73.718316,41.031054
-73.934342,41.721955
-73.959676,40.769108
-78.856569,42.92895
-73.874571,41.021436
-73.626278,40.68597
-74.012906,41.511212
-73.907019,40.912814
-77.514417,43.102406
-73.781104,40.899427
-73.994636,40.735275
-73.997264,40.729452
-79.046229,43.132713
-73.608885,40.814402
-73.931106,41.086425
-74.004719,40.711014
-74.253006,44.437366
-73.986774,40.694371
-73.678768,42.728983
-77.798964,43.126747
-77.67521,43.090325
-77.631042,43.126437
-73.693711,42.72821
-78.47586,42.07863
-73.991653,40.693076
-75.161343,44.589879
-73.78611,42.664664
-73.934182,41.041126
-73.84381,40.934147
-73.75153,42.718586
-73.785108,43.092696
-73.968037,40.690485
-77.516979,43.117064
-73.795301,40.721979
-77.791057,42.258745
-75.185005,44.607346
-74.924225,42.270129
-74.504897,42.661622
-73.426371,40.75408
-75.604369,42.891392
-73.825014,42.686917
-75.971143,42.088049
-78.790103,43.001433
-73.123595,40.913138
-76.139236,43.034355
-75.2292,43.13528
-77.949824,43.209862
-78.88067,42.934199
-76.197909,42.590158
-79.336109,42.450961
-77.821999,42.796864
-74.088727,41.737205
-75.064186,42.466555
-76.543885,43.453047
-74.976889,44.662862
-73.700127,41.047092
-73.570966,40.789842
-73.467342,44.691103
-73.779915,43.078304
-73.800336,40.809048
-76.136738,43.040525
-73.960399,40.810311
-73.989932,40.742172
-73.862204,42.704887
-73.928498,42.817578
-73.762534,40.812154
-75.272407,43.095183
-73.894345,41.685105
-74.09573,40.615003
-76.696512,42.744314
-73.928541,40.8508
-73.92838,42.816692
-72.6991,40.876143
-74.012348,40.706861
-81.680234,36.214844
-77.913805,35.735463
-81.041847,35.261276
-79.77998,36.067531
-82.729763,35.237657
-78.739508,35.409333
-80.486575,35.692445
-77.099141,36.436258
-80.845236,35.500006
-78.94226,36.00159
-77.366199,35.606347
-76.210063,36.273539
-79.505632,36.104149
-78.894709,35.072485
-81.668141,35.24732
-79.800232,36.071082
-79.888848,36.092563
-79.994545,35.972674
-80.854842,35.243384
-81.870998,36.16362
-81.326161,35.73904
-80.484459,35.670743
-82.550859,35.825858
-78.689175,35.797197
-78.875024,35.137854
-82.297522,35.645844
-78.071265,35.206314
-79.770152,36.076737
-82.565259,35.616618
-79.050969,35.912165
-80.73579,35.306834
-79.809844,36.067503
-78.898602,35.974237
-78.674517,35.785111
-77.774231,36.017443
-77.875527,34.225223
-78.636793,35.789105
-79.201895,34.687231
-80.283168,35.484696
-80.832227,35.188929
-76.217496,36.303765
-78.621806,35.785032
-80.241357,36.087531
-78.637693,35.771181
-79.478385,34.746283
-80.279004,36.135301
-82.441097,35.611762
-80.444465,34.979384
-80.224905,36.089197
-83.125447,35.28149
-80.8509,35.23294
-102.800511,46.882677
-98.697209,46.915402
-100.752386,46.724893
-97.322545,47.504671
-101.300624,48.246877
-97.070823,47.921881
-96.805689,46.894523
-98.001762,46.919144
-81.510328,41.077768
-82.320621,40.860987
-81.849112,41.373938
-83.897678,40.896998
-83.637531,41.377036
-82.937867,39.954875
-81.605769,41.500812
-83.812098,39.750338
-83.876795,39.716465
-84.51428,39.131159
-82.905986,39.610895
-81.673052,41.502918
-84.173662,39.73686
-84.356596,41.300336
-82.520625,40.072582
-83.652067,41.05441
-83.166581,41.114337
-81.141552,41.310998
-81.533103,41.488978
-80.835458,40.86408
-81.342253,41.146856
-82.397977,40.374408
-81.251817,41.717841
-83.706649,41.708694
-81.383525,40.826516
-81.450038,39.417638
-84.731821,39.509642
-81.108624,40.905093
-82.474667,40.373859
-84.640143,39.094519
-81.737192,39.996635
-81.516212,41.506938
-82.221786,41.29474
-82.940499,39.99265
-83.830729,40.766144
-84.026195,40.737828
-82.578673,40.797259
-83.085889,40.579444
-82.447992,40.068353
-83.009001,39.998389
-82.101064,39.326799
-83.067912,40.296912
-82.936231,40.12534
-82.377359,38.88058
-82.995357,38.730909
-80.623094,40.376086
-83.18355,41.119193
-83.615225,41.65795
-84.500139,39.126856
-83.760035,40.099881
-81.466716,41.494971
-81.36911,40.873295
-83.879358,39.707993
-83.817271,39.441097
-83.814082,39.937463
-81.934674,40.81046
-84.064881,39.780634
-84.477648,39.149291
-80.646515,41.105583
-83.892094,39.795828
-95.335337,35.77707
-95.954124,36.717752
-97.629504,35.513295
-98.434163,34.606487
-97.470985,35.658239
-96.664196,34.773805
-97.260263,35.943953
-94.968528,35.920499
-98.667596,36.796313
-97.468312,35.609042
-101.638488,36.594518
-97.069743,36.123085
-96.934334,35.359949
-97.541242,35.495271
-97.445692,35.208152
-95.954215,36.050705
-95.635739,36.319609
-96.954186,35.367401
-97.95641,35.031392
-96.376381,34.00361
-97.639411,35.513596
-98.707964,35.534609
-95.945175,36.151887
-97.578297,35.347785
-122.637944,45.568242
-118.09384,45.320392
-122.968394,45.30399
-122.672478,45.450547
-123.200464,45.201333
-122.647755,45.398174
-123.079754,44.047483
-121.785177,42.257152
-123.274721,44.56274
-123.07398,44.044515
-123.108777,45.521394
-122.683553,45.511229
-122.726859,45.571807
-122.63064,45.480376
-122.694034,42.186467
-122.562241,45.50349
-122.958413,44.88408
-123.030727,44.935743
-123.238785,44.851866
-75.06093,40.131358
-75.910152,40.360248
-80.146922,41.648068
-75.376549,40.540137
-75.938163,40.3102
-75.165205,40.091941
-76.446383,41.007989
-75.314988,40.028541
-76.886275,40.954489
-75.37215,40.054565
-79.884477,40.066473
-79.963927,40.439851
-79.942914,40.444616
-75.519799,40.586695
-79.926083,40.448432
-75.228847,40.087048
-75.529378,39.932293
-79.374775,41.209676
-75.158202,40.29757
-77.197854,40.202796
-75.188745,39.954855
-79.993046,40.437496
-75.172614,40.99622
-75.370268,40.052306
-80.126363,41.869978
-76.594175,40.150372
-76.319037,40.048045
-80.086258,42.126111
-80.352545,40.773474
-77.234982,39.836091
-75.133025,40.065782
-75.238052,40.197566
-75.302562,40.013368
-74.990365,40.060414
-75.57063,40.027963
-79.159869,40.615589
-78.015204,40.499511
-75.777456,41.558969
-75.878603,41.248118
-75.785426,40.513705
-80.011977,40.569777
-75.152996,40.038503
-75.209058,40.700512
-76.513753,40.331733
-75.378887,40.607158
-75.928273,39.807725
-77.463565,41.142097
-77.0003,41.246127
-77.07299,41.79971
-75.633996,41.434978
-80.055568,42.103991
-76.988492,40.15867
-76.355091,39.99813
-75.971016,41.344765
-75.380979,40.630888
-78.601358,40.459948
-75.508954,40.597362
-75.437928,39.874944
-79.986362,42.120271
-75.521311,40.052845
-79.703269,40.55382
-80.508204,41.234852
-76.017242,41.306529
-75.620583,41.440258
-75.401798,40.557651
-78.409112,40.540682
-80.296235,40.678254
-75.972141,40.357987
-76.741961,40.205234
-75.447825,39.928355
-78.751784,41.126941
-79.654944,39.948498
-76.031567,40.984157
-77.861644,40.800732
-79.827262,40.344474
-77.544068,39.841914
-75.110661,40.116995
-76.166371,40.642583
-76.702835,39.952327
-75.166332,39.945483
-75.193618,39.951002
-75.194249,40.022281
-74.909509,40.165809
-78.673039,41.944173
-79.535757,40.292824
-78.832611,40.268583
-79.954692,40.444502
-80.001462,40.438526
-80.211785,40.521088
-75.329898,40.034771
-78.638469,40.502782
-75.238343,39.994442
-79.403702,40.29252
-75.658031,41.40715
-79.556228,40.308623
-77.5229,40.057405
-80.051814,41.060814
-76.87521,40.79774
-75.356066,39.904081
-75.158267,39.980943
-80.382134,41.41308
-75.455654,40.19405
-75.54864,40.118341
-75.345457,40.039388
-80.240388,40.171898
-80.18727,39.899419
-75.594631,39.949084
-80.331376,41.118456
-75.356718,39.86158
-75.88833,41.243204
-77.658075,39.947461
-76.727266,39.946709
-77.0265,41.2369
-76.8808,40.261303
-71.404467,41.827605
-71.539147,41.920149
-71.413322,41.820558
-71.502892,41.661783
-71.43792,41.844064
-71.466915,41.84266
-71.527356,41.484691
-71.261836,41.647314
-71.301125,41.471445
-81.020045,34.010348
-82.640205,34.515506
-80.069288,32.981986
-81.021412,34.011285
-82.761586,34.728068
-79.937251,32.783142
-79.961399,32.796975
-80.854368,33.497367
-82.834463,34.677329
-80.067713,34.37709
-81.069502,34.081233
-81.001369,34.062923
-81.918829,34.956232
-82.390797,34.330674
-79.655515,34.192277
-82.441473,34.920785
-82.166351,34.201143
-81.648033,35.052919
-80.346346,33.938707
-81.601966,34.286201
-82.37026,35.069758
-81.874408,34.465697
-81.767901,33.572917
-80.973595,32.303308
-81.026971,33.998973
-79.0126,33.794733
-80.851185,33.497439
-81.970583,34.996403
-81.130104,33.307455
-81.028667,34.938506
-81.934572,34.957914
-96.738507,43.525939
